日期,开盘,收盘,最高,最低,涨跌幅,涨跌额,成交量,成交额,振幅,换手率
2023-03-21,3200.91,3251.76,3251.83,3189.75,1.78,56.78,44932267,88728722117.0,1.94,1.06
2023-03-22,3259.88,3256.25,3282.45,3244.61,0.14,4.49,46359032,91182559690.0,1.16,1.09
2023-03-23,3245.42,3251.99,3255.79,3237.07,-0.13,-4.26,43804437,81093950230.0,0.57,1.03
2023-03-24,3252.43,3262.42,3268.15,3241.28,0.32,10.43,50201278,89542736838.0,0.83,1.18
2023-03-27,3259.95,3267.62,3267.62,3248.17,0.16,5.2,50392291,97164624473.0,0.6,1.19
2023-03-28,3267.67,3225.13,3267.67,3221.84,-1.3,-42.49,53335800,86877630117.0,1.4,1.26
2023-03-29,3227.37,3217.27,3244.3,3215.04,-0.24,-7.86,53254397,96310381952.0,0.91,1.26
2023-03-30,3215.97,3217.12,3218.82,3197.31,0.0,-0.15,50293290,91298364041.0,0.67,1.19
2023-03-31,3216.01,3238.58,3255.42,3215.73,0.67,21.46,49666855,92249472019.0,1.23,1.17
2023-04-03,3238.93,3266.08,3266.65,3231.71,0.85,27.5,61392994,117002285834.0,1.08,1.45
2023-04-04,3260.86,3203.29,3260.86,3194.19,-1.92,-62.79,60360103,115690291231.0,2.04,1.42
2023-04-06,3193.97,3209.13,3211.39,3180.81,0.18,5.84,55351137,97962024551.0,0.95,1.3
2023-04-07,3208.77,3219.73,3228.64,3206.34,0.33,10.6,47063125,86319287421.0,0.69,1.11
2023-04-10,3222.05,3216.79,3231.22,3200.92,-0.09,-2.94,53274221,109345458006.0,0.94,1.26
2023-04-11,3212.37,3207.02,3212.37,3191.93,-0.3,-9.77,48133342,97954755232.0,0.64,1.13
2023-04-12,3207.47,3210.78,3216.21,3193.96,0.12,3.76,51247522,91128432571.0,0.69,1.21
2023-04-13,3206.4,3167.82,3206.4,3167.1,-1.34,-42.96,46746369,83253988370.0,1.22,1.1
2023-04-14,3173.62,3216.19,3218.89,3173.3,1.53,48.37,53745993,115711653510.0,1.44,1.27
2023-04-17,3213.52,3222.71,3235.67,3211.47,0.2,6.52,48823774,103841940899.0,0.75,1.15
2023-04-18,3219.54,3210.65,3230.11,3203.78,-0.37,-12.06,49519398,101584594928.0,0.82,1.17
2023-04-19,3207.39,3188.9,3207.51,3185.31,-0.68,-21.75,51319337,95806982779.0,0.69,1.21
2023-04-20,3178.57,3136.88,3178.57,3119.68,-1.63,-52.02,54383406,106671088610.0,1.85,1.28
2023-04-21,3133.25,3051.59,3146.66,3051.54,-2.72,-85.29,55464499,106082028613.0,3.03,1.31
2023-04-24,3043.4,3014.79,3044.38,3003.93,-1.21,-36.8,45521978,96593649504.0,1.33,1.07
2023-04-25,3002.28,2901.35,3002.31,2870.91,-3.76,-113.44,54379752,105682194304.0,4.36,1.28
2023-04-26,2885.92,2956.62,2974.26,2885.07,1.9,55.27,52563107,109019044102.0,3.07,1.24
2023-04-27,2948.11,2948.9,2973.13,2935.51,-0.26,-7.72,42202620,86440540237.0,1.27,0.99
2023-04-28,2935.69,2968.46,2969.26,2935.69,0.66,19.56,45693015,89238530074.0,1.14,1.08
2023-05-04,2959.38,2962.32,2989.72,2952.03,-0.21,-6.14,45620285,84015580039.0,1.27,1.08
2023-05-05,2960.29,2918.28,2961.39,2900.78,-1.49,-44.04,38828649,69831496382.0,2.05,0.92
2023-05-08,2922.64,2937.57,2941.6,2921.02,0.66,19.29,40391933,73559792874.0,0.71,0.95
2023-05-09,2933.92,2887.64,2934.36,2887.48,-1.7,-49.93,47413972,74953315794.0,1.6,1.12
2023-05-10,2883.5,2931.86,2947.11,2877.1,1.53,44.22,47406437,90553553050.0,2.42,1.12
2023-05-11,2933.38,2952.39,2960.21,2921.18,0.7,20.53,41197528,81651801076.0,1.33,0.97
2023-05-12,2947.15,2906.6,2964.8,2906.22,-1.55,-45.79,39309659,67660861494.0,1.98,0.93
2023-05-15,2908.13,2972.31,2972.31,2908.13,2.26,65.71,48025277,100323226241.0,2.21,1.13
2023-05-16,2974.45,2959.9,2975.8,2951.21,-0.42,-12.41,41001008,79477823462.0,0.83,0.97
2023-05-17,2952.17,2976.74,2976.75,2945.3,0.57,16.84,35649821,66198528830.0,1.06,0.84
2023-05-18,2974.01,2968.5,2976.71,2951.61,-0.28,-8.24,41027156,72712137417.0,0.84,0.97
2023-05-19,2963.11,2979.55,2984.35,2949.71,0.37,11.05,38056959,63277238783.0,1.17,0.9
2023-05-22,2976.64,2989.77,2990.21,2964.13,0.34,10.22,35259495,57004799231.0,0.88,0.83
2023-05-23,2988.33,2967.61,3002.55,2967.56,-0.74,-22.16,34280662,58476081372.0,1.17,0.81
2023-05-24,2960.6,2970.0,2997.03,2951.7,0.08,2.39,34373259,60946116711.0,1.53,0.81
2023-05-25,2963.75,2972.91,2986.93,2943.19,0.1,2.91,41687036,69381624088.0,1.47,0.98
2023-05-26,2973.65,2961.67,2973.65,2928.0,-0.38,-11.24,43721144,71803049515.0,1.54,1.03
2023-05-29,2962.66,2931.35,2967.59,2926.56,-1.02,-30.32,44578536,74453217525.0,1.39,1.05
2023-05-30,2925.05,2930.09,2935.95,2894.12,-0.04,-1.26,39838316,70790627353.0,1.43,0.94
2023-05-31,2927.13,2907.87,2927.13,2900.13,-0.76,-22.22,40828070,65508909860.0,0.92,0.96
2023-06-01,2905.38,2920.16,2938.58,2893.79,0.42,12.29,42016925,69503073852.0,1.54,0.99
2023-06-02,2924.18,2984.5,2989.8,2924.18,2.2,64.34,48922169,87103333066.0,2.25,1.15
2023-06-05,2987.76,2975.91,2988.21,2965.46,-0.29,-8.59,41275820,77521091743.0,0.76,0.97
2023-06-06,2970.94,2905.42,2970.97,2900.51,-2.37,-70.49,41919442,68326257339.0,2.37,0.99
2023-06-07,2906.3,2887.11,2909.14,2878.15,-0.63,-18.31,35299805,68053601547.0,1.07,0.83
2023-06-08,2886.06,2872.1,2903.71,2865.63,-0.52,-15.01,41828090,68016645416.0,1.32,0.99
2023-06-09,2874.06,2885.72,2893.34,2864.32,0.47,13.62,52148447,84640821118.0,1.01,1.23
2023-06-12,2880.54,2910.58,2919.35,2868.72,0.86,24.86,47496734,72205050293.0,1.75,1.12
2023-06-13,2908.24,2919.37,2924.41,2900.49,0.3,8.79,42075796,62099124011.0,0.82,0.99
2023-06-14,2924.46,2904.18,2924.61,2901.08,-0.52,-15.19,45251810,71197792478.0,0.81,1.07
2023-06-15,2907.52,2957.56,2958.79,2898.71,1.84,53.38,61000396,110749066145.0,2.07,1.44
2023-06-16,2960.74,2972.33,2976.42,2955.46,0.5,14.77,53169762,91428496244.0,0.71,1.25
2023-06-19,2970.44,2957.75,2979.63,2955.17,-0.49,-14.58,49823089,82461005956.0,0.82,1.17
2023-06-20,2959.48,2954.14,2969.27,2945.13,-0.12,-3.61,50445872,83836913141.0,0.82,1.19
2023-06-21,2951.06,2918.07,2972.28,2918.07,-1.22,-36.07,47770689,79320966317.0,1.84,1.13
2023-06-26,2899.88,2888.2,2930.87,2877.22,-1.02,-29.87,50503530,81001951906.0,1.84,1.19
2023-06-27,2889.8,2933.2,2933.8,2884.75,1.56,45.0,46227198,73548257460.0,1.7,1.09
2023-06-28,2933.52,2930.25,2934.35,2883.07,-0.1,-2.95,51474204,80021847722.0,1.75,1.21
2023-06-29,2924.95,2946.84,2958.39,2921.09,0.57,16.59,48483923,74538837990.0,1.27,1.14
2023-06-30,2949.39,3013.15,3022.84,2946.06,2.25,66.31,59153181,95351304638.0,2.61,1.39
2023-07-03,3023.0,3035.44,3055.41,3023.0,0.74,22.29,65411169,104788039446.0,1.08,1.54
2023-07-04,3039.64,3051.43,3054.63,3029.47,0.53,15.99,56025649,87445933273.0,0.83,1.32
2023-07-05,3047.86,3038.78,3062.6,3033.13,-0.41,-12.65,54148517,84874735598.0,0.97,1.28
2023-07-06,3033.03,3024.42,3040.49,3015.18,-0.47,-14.36,47275110,72368415380.0,0.83,1.11
2023-07-07,3016.73,2994.26,3016.73,2988.69,-1.0,-30.16,43781272,60780868499.0,0.93,1.03
2023-07-10,3002.09,3010.67,3032.21,3000.45,0.55,16.41,45217676,74086483298.0,1.06,1.07
2023-07-11,3015.09,3040.19,3040.19,2998.54,0.98,29.52,43671906,69463438665.0,1.38,1.03
2023-07-12,3039.39,3019.28,3046.62,3016.57,-0.69,-20.91,52342887,80603521790.0,0.99,1.23
2023-07-13,3023.19,3046.71,3049.14,3023.18,0.91,27.43,50373145,79996961011.0,0.86,1.19
2023-07-14,3047.12,3027.87,3047.63,3025.16,-0.62,-18.84,50507164,83970055386.0,0.74,1.19
2023-07-17,3015.92,3012.8,3015.92,2994.25,-0.5,-15.07,43109273,70627622062.0,0.72,1.02
2023-07-18,3015.31,3023.54,3031.69,3002.65,0.36,10.74,46463030,72700505727.0,0.96,1.1
2023-07-19,3018.77,3002.83,3029.29,2990.2,-0.68,-20.71,40255421,63575107271.0,1.29,0.95
2023-07-20,3007.24,2986.12,3024.73,2983.38,-0.56,-16.71,54737932,79182566932.0,1.38,1.29
2023-07-21,2978.38,2966.99,2995.26,2961.61,-0.64,-19.13,51856032,67562094034.0,1.13,1.22
2023-07-24,2959.16,2937.81,2960.48,2934.79,-0.98,-29.18,42505269,62614497044.0,0.87,1.0
2023-07-25,2959.9,2988.65,2988.65,2959.9,1.73,50.84,54069230,86949766858.0,0.98,1.27
2023-07-26,2988.67,2974.34,2988.67,2968.89,-0.48,-14.31,51304359,67285169106.0,0.66,1.21
2023-07-27,2975.06,2946.87,2989.06,2943.24,-0.92,-27.47,47525372,67075573303.0,1.54,1.12
2023-07-28,2938.88,2962.39,2964.06,2919.68,0.53,15.52,50721646,73181620134.0,1.51,1.2
2023-07-31,2965.64,2995.46,3005.42,2965.64,1.12,33.07,61493754,90640224783.0,1.34,1.45
2023-08-01,2995.26,2994.02,2995.26,2981.1,-0.05,-1.44,55977006,68420422284.0,0.47,1.32
2023-08-02,2994.59,2996.91,3001.32,2989.45,0.1,2.89,56439057,65434712462.0,0.4,1.33
2023-08-03,2988.42,2991.99,2996.72,2979.53,-0.16,-4.92,48578233,60369458950.0,0.57,1.15
2023-08-04,2998.45,2995.0,3011.2,2985.15,0.1,3.01,51567716,74140082886.0,0.87,1.22
2023-08-07,2989.66,2976.67,2997.9,2970.07,-0.61,-18.33,43928471,63800821057.0,0.93,1.04
2023-08-08,2976.65,2964.31,2977.17,2948.88,-0.42,-12.36,39946743,58413678811.0,0.95,0.94
2023-08-09,2958.22,2941.43,2958.22,2937.88,-0.77,-22.88,36239410,50615760582.0,0.69,0.85
2023-08-10,2940.16,2951.54,2963.24,2940.16,0.34,10.11,32897112,48485408308.0,0.78,0.78
2023-08-11,2951.49,2893.65,2951.68,2893.65,-1.96,-57.89,36647389,53357586053.0,1.97,0.86
2023-08-14,2874.8,2882.99,2882.99,2840.78,-0.37,-10.66,37807337,61762733454.0,1.46,0.89
2023-08-15,2882.35,2850.09,2890.58,2832.6,-1.14,-32.9,33179002,48651883162.0,2.01,0.78
2023-08-16,2844.61,2825.56,2858.98,2825.52,-0.86,-24.53,34156337,48533367843.0,1.17,0.81
2023-08-17,2824.2,2859.52,2861.2,2803.67,1.2,33.96,41426355,56473926405.0,2.04,0.98
2023-08-18,2860.6,2826.85,2879.18,2826.85,-1.14,-32.67,45168072,57129928841.0,1.83,1.06
2023-08-21,2822.96,2794.26,2839.22,2794.26,-1.15,-32.59,36432749,51041707367.0,1.59,0.86
2023-08-22,2802.77,2782.72,2816.14,2732.17,-0.41,-11.54,46690368,65059794908.0,3.01,1.1
2023-08-23,2778.98,2723.41,2778.98,2723.23,-2.13,-59.31,38984482,53721400488.0,2.0,0.92
2023-08-24,2725.84,2718.19,2746.23,2693.06,-0.19,-5.22,40146599,57086926533.0,1.95,0.95
2023-08-25,2709.16,2667.03,2717.83,2658.03,-1.88,-51.16,43613282,56370289744.0,2.2,1.03
2023-08-28,2809.02,2688.57,2810.19,2682.2,0.81,21.54,59634278,84977736913.0,4.8,1.41
2023-08-29,2681.89,2778.78,2782.96,2679.86,3.36,90.21,52870595,82336333366.0,3.83,1.25
2023-08-30,2784.19,2798.32,2825.95,2783.73,0.7,19.54,50698434,75301770250.0,1.52,1.2
2023-08-31,2794.09,2786.69,2795.15,2775.07,-0.42,-11.63,48180226,67787039099.0,0.72,1.14
2023-09-01,2787.43,2789.74,2800.97,2775.09,0.11,3.05,40626693,56508426329.0,0.93,0.96
2023-09-04,2798.83,2837.66,2837.66,2789.23,1.72,47.92,51940875,73542425921.0,1.74,1.22
2023-09-05,2833.0,2832.93,2845.32,2823.65,-0.17,-4.73,48353600,66968860390.0,0.76,1.14
2023-09-06,2823.49,2853.03,2855.86,2813.1,0.71,20.1,44202220,65036303837.0,1.51,1.04
2023-09-07,2848.24,2787.42,2848.24,2787.42,-2.3,-65.61,42594221,62210314593.0,2.13,1.0
2023-09-08,2781.8,2788.07,2799.04,2777.55,0.02,0.65,36260813,52756085926.0,0.77,0.85
2023-09-11,2790.3,2808.19,2817.57,2768.12,0.72,20.12,47020824,65115062189.0,1.77,1.11
2023-09-12,2808.47,2815.14,2825.05,2796.04,0.25,6.95,43381195,62802939725.0,1.03,1.02
2023-09-13,2808.32,2777.75,2811.88,2758.95,-1.33,-37.39,47159753,57126689624.0,1.88,1.11
2023-09-14,2774.65,2745.78,2775.5,2733.0,-1.15,-31.97,41808743,55010435964.0,1.53,0.99
2023-09-15,2752.97,2738.3,2763.06,2727.28,-0.27,-7.48,39917004,57092676373.0,1.3,0.94
2023-09-18,2730.74,2758.5,2781.82,2714.09,0.74,20.2,42328388,61331215888.0,2.47,1.0
2023-09-19,2755.6,2723.73,2755.6,2716.56,-1.26,-34.77,34057052,47239818003.0,1.42,0.8
2023-09-20,2718.02,2696.56,2727.63,2696.56,-1.0,-27.17,34953621,43154112493.0,1.14,0.82
2023-09-21,2691.82,2678.87,2705.02,2673.63,-0.66,-17.69,35656930,46360223228.0,1.16,0.84
2023-09-22,2675.1,2728.37,2728.89,2671.72,1.85,49.5,41608064,58435558405.0,2.13,0.98
2023-09-25,2726.82,2706.81,2731.53,2697.87,-0.79,-21.56,36915888,51055107162.0,1.23,0.87
2023-09-26,2702.49,2679.92,2702.99,2679.92,-0.99,-26.89,32888695,48172132259.0,0.85,0.78
2023-09-27,2678.54,2695.43,2723.98,2669.48,0.58,15.51,39835155,60016729289.0,2.03,0.94
2023-09-28,2703.51,2725.73,2730.06,2703.51,1.12,30.3,40928257,59293768552.0,0.99,0.96
2023-10-09,2722.55,2711.47,2726.34,2700.94,-0.52,-14.26,45497453,65453619320.0,0.93,1.07
2023-10-10,2715.0,2711.44,2737.61,2708.81,0.0,-0.03,48119340,67404145614.0,1.06,1.13
2023-10-11,2717.56,2710.11,2728.37,2701.95,-0.05,-1.33,48861555,67850744147.0,0.97,1.15
2023-10-12,2718.1,2761.62,2761.64,2711.64,1.9,51.51,64116770,99618432101.0,1.84,1.51
2023-10-13,2748.46,2734.73,2748.46,2725.52,-0.97,-26.89,61170035,81100777866.0,0.83,1.44
2023-10-16,2735.44,2691.99,2735.44,2679.77,-1.56,-42.74,57842814,73402829876.0,2.04,1.36
2023-10-17,2693.91,2692.95,2706.6,2681.53,0.04,0.96,57457666,70272901693.0,0.93,1.35
2023-10-18,2684.39,2645.18,2684.39,2643.81,-1.77,-47.77,60191930,77298714357.0,1.51,1.42
2023-10-19,2631.92,2621.23,2667.21,2621.23,-0.91,-23.95,63615416,76161589652.0,1.74,1.5
2023-10-20,2610.67,2623.84,2655.13,2608.8,0.1,2.61,60632524,84026383059.0,1.77,1.43
2023-10-23,2617.68,2548.53,2617.68,2538.04,-2.87,-75.31,61713099,75997833186.0,3.04,1.45
2023-10-24,2553.6,2602.16,2604.14,2550.4,2.1,53.63,63799317,87335626165.0,2.11,1.5
2023-10-25,2614.03,2625.2,2644.81,2613.29,0.89,23.04,63863584,81062907479.0,1.21,1.51
2023-10-26,2609.16,2629.33,2630.69,2578.17,0.16,4.13,60781282,85304437294.0,2.0,1.43
2023-10-27,2617.5,2695.38,2704.97,2609.78,2.51,66.05,71310945,109829263908.0,3.62,1.68
2023-10-30,2681.88,2728.86,2735.21,2681.88,1.24,33.48,65881053,96921508073.0,1.98,1.55
2023-10-31,2722.31,2705.8,2729.32,2691.4,-0.85,-23.06,56971901,78666972470.0,1.39,1.34
2023-11-01,2706.6,2706.92,2720.69,2695.39,0.04,1.12,44482473,62201667055.0,0.94,1.05
2023-11-02,2708.45,2667.0,2717.53,2667.0,-1.47,-39.92,45801674,59458787836.0,1.87,1.08
2023-11-03,2672.62,2707.06,2715.84,2672.62,1.5,40.06,45406600,61324125512.0,1.62,1.07
2023-11-06,2717.06,2771.62,2771.86,2717.06,2.38,64.56,62307871,93796654611.0,2.02,1.47
2023-11-07,2767.5,2779.89,2785.68,2751.87,0.3,8.27,58233660,79400704138.0,1.22,1.37
2023-11-08,2779.57,2777.77,2786.12,2759.49,-0.08,-2.12,61708136,83368587699.0,0.96,1.45
2023-11-09,2776.95,2773.23,2795.53,2768.4,-0.16,-4.54,62435639,84562056902.0,0.98,1.47
2023-11-10,2763.58,2767.63,2771.39,2748.38,-0.2,-5.6,49839302,68787181906.0,0.83,1.17
2023-11-13,2774.65,2788.21,2788.21,2771.54,0.74,20.58,52280401,68614379828.0,0.6,1.23
2023-11-14,2786.69,2795.54,2800.51,2778.73,0.26,7.33,54488606,72082916717.0,0.78,1.28
2023-11-15,2815.4,2842.12,2846.83,2813.77,1.67,46.58,71943518,104566741042.0,1.18,1.7
2023-11-16,2837.43,2803.84,2837.43,2803.84,-1.35,-38.28,57896343,81461166359.0,1.18,1.36
2023-11-17,2797.69,2833.8,2835.96,2796.18,1.07,29.96,52235738,70286577712.0,1.42,1.23
2023-11-20,2840.23,2856.88,2856.99,2820.59,0.81,23.08,53389508,74069764037.0,1.28,1.26
2023-11-21,2859.54,2830.61,2862.65,2826.84,-0.92,-26.27,59484486,77725750237.0,1.25,1.4
2023-11-22,2820.93,2788.58,2831.01,2788.58,-1.48,-42.03,51491658,70336463061.0,1.5,1.21
2023-11-23,2787.24,2812.67,2815.21,2786.84,0.86,24.09,50561355,69795702616.0,1.02,1.19
2023-11-24,2811.99,2774.91,2812.0,2769.75,-1.34,-37.76,49396384,69816844156.0,1.5,1.16
2023-11-27,2768.6,2773.08,2783.73,2755.77,-0.07,-1.83,43338617,62145580747.0,1.01,1.02
2023-11-28,2767.87,2799.93,2800.42,2759.33,0.97,26.85,49509295,76039534549.0,1.48,1.17
2023-11-29,2800.43,2779.04,2809.17,2775.3,-0.75,-20.89,49598073,74559820579.0,1.21,1.17
2023-11-30,2775.63,2742.9,2777.08,2722.66,-1.3,-36.14,48781478,67517553326.0,1.96,1.15
2023-12-01,2742.18,2740.1,2750.8,2720.03,-0.1,-2.8,48343822,71211702019.0,1.12,1.14
2023-12-04,2740.04,2736.72,2748.91,2730.96,-0.12,-3.38,47628961,67804543143.0,0.66,1.12
2023-12-05,2729.86,2698.89,2741.13,2698.89,-1.38,-37.83,49560818,72876726919.0,1.54,1.17
2023-12-06,2692.91,2749.72,2776.79,2692.81,1.88,50.83,60134791,100917624563.0,3.11,1.42
2023-12-07,2746.24,2729.04,2746.24,2718.24,-0.75,-20.68,50887572,77871909265.0,1.02,1.2
2023-12-08,2733.01,2703.51,2742.35,2701.42,-0.94,-25.53,50881838,76976829726.0,1.5,1.2
2023-12-11,2689.48,2714.39,2715.68,2665.07,0.4,10.88,49706662,73225981498.0,1.87,1.17
2023-12-12,2711.51,2711.9,2715.24,2697.76,-0.09,-2.49,36291620,52822854631.0,0.64,0.86
2023-12-13,2708.7,2683.41,2708.7,2682.83,-1.05,-28.49,37911928,56680986287.0,0.95,0.89
2023-12-14,2696.03,2677.23,2715.48,2676.41,-0.23,-6.18,38962501,58321877030.0,1.46,0.92
2023-12-15,2680.82,2677.55,2704.92,2670.94,0.01,0.32,40677490,61352431638.0,1.27,0.96
2023-12-18,2668.07,2629.83,2672.7,2624.21,-1.78,-47.72,40357562,58887270725.0,1.81,0.95
2023-12-19,2628.69,2637.22,2647.06,2618.06,0.28,7.39,35512361,51434403843.0,1.1,0.84
2023-12-20,2639.94,2614.86,2649.65,2614.86,-0.85,-22.36,37370426,52659310725.0,1.32,0.88
2023-12-21,2605.38,2635.34,2648.36,2582.84,0.78,20.48,43642539,65410063587.0,2.51,1.03
2023-12-22,2632.83,2634.66,2659.95,2607.01,-0.03,-0.68,49072838,74586637273.0,2.01,1.16
2023-12-25,2630.01,2636.12,2644.87,2618.63,0.06,1.46,36748030,50621080829.0,1.0,0.87
2023-12-26,2635.94,2609.98,2635.94,2601.61,-0.99,-26.14,40073531,51067291747.0,1.3,0.94
2023-12-27,2609.19,2615.31,2617.91,2589.39,0.2,5.33,41882251,55176603401.0,1.09,0.99
2023-12-28,2611.32,2719.18,2728.41,2608.69,3.97,103.87,68028023,105737546877.0,4.58,1.6
2023-12-29,2716.85,2749.62,2751.58,2716.19,1.12,30.44,54234068,79492638665.0,1.3,1.28
2024-01-02,2752.42,2740.26,2753.15,2738.22,-0.34,-9.36,47381776,66875548413.0,0.54,1.12
2024-01-03,2732.53,2725.64,2743.43,2707.98,-0.53,-14.62,46334649,64048931726.0,1.29,1.09
2024-01-04,2720.33,2697.73,2720.63,2685.51,-1.02,-27.91,39498398,57924424150.0,1.29,0.93
2024-01-05,2703.15,2661.12,2732.05,2650.25,-1.36,-36.61,46656182,70289896761.0,3.03,1.1
2024-01-08,2651.75,2604.5,2664.96,2604.5,-2.13,-56.62,44193306,62264584507.0,2.27,1.04
2024-01-09,2606.39,2615.43,2650.73,2593.36,0.42,10.93,47414758,66423510690.0,2.2,1.12
2024-01-10,2610.13,2609.71,2649.2,2575.25,-0.22,-5.72,49972476,68389740689.0,2.83,1.18
2024-01-11,2604.92,2676.82,2690.84,2599.95,2.57,67.11,62199706,91037616804.0,3.48,1.47
2024-01-12,2671.47,2657.14,2706.65,2656.77,-0.74,-19.68,57857961,78755202016.0,1.86,1.36
2024-01-15,2646.31,2632.0,2655.41,2622.28,-0.95,-25.14,46987710,61446739232.0,1.25,1.11
2024-01-16,2631.8,2636.0,2654.04,2598.18,0.15,4.0,56220555,76227371796.0,2.12,1.33
2024-01-17,2631.24,2557.95,2631.24,2557.95,-2.96,-78.05,50243568,67169196049.0,2.78,1.18
2024-01-18,2540.8,2554.75,2555.16,2479.59,-0.13,-3.2,63047071,85253142689.0,2.95,1.49
2024-01-19,2552.51,2517.55,2583.47,2517.55,-1.46,-37.2,46827931,69263012788.0,2.58,1.1
2024-01-22,2505.29,2370.27,2505.43,2355.67,-5.85,-147.28,58656099,81110872947.0,5.95,1.38
2024-01-23,2362.1,2378.53,2390.86,2327.39,0.35,8.26,52927020,67881668537.0,2.68,1.25
2024-01-24,2388.35,2393.61,2404.06,2311.82,0.63,15.08,54616981,70209318714.0,3.88,1.29
2024-01-25,2393.88,2466.03,2466.11,2378.22,3.03,72.42,56139450,75399046773.0,3.67,1.32
2024-01-26,2459.74,2439.65,2485.1,2434.02,-1.07,-26.38,50369969,66627749149.0,2.07,1.19
2024-01-29,2440.75,2347.86,2445.94,2347.86,-3.76,-91.79,50926345,68386835536.0,4.02,1.2
2024-01-30,2331.89,2267.98,2348.22,2266.03,-3.4,-79.88,45487697,59998353764.0,3.5,1.07
2024-01-31,2249.62,2158.26,2272.73,2155.12,-4.84,-109.72,58588077,73974417659.0,5.19,1.38
2024-02-01,2142.37,2123.74,2173.96,2100.25,-1.6,-34.52,50295236,58524847805.0,3.42,1.19
2024-02-02,2126.63,2018.9,2148.24,1951.97,-4.94,-104.84,62593486,70212799376.0,9.24,1.48
2024-02-05,1998.11,1855.9,1998.11,1813.64,-8.07,-163.0,72133708,79383609138.0,9.14,1.7
2024-02-06,1810.42,1929.36,1963.87,1775.36,3.96,73.46,78393012,83950812398.0,10.16,1.85
2024-02-07,1934.41,1938.92,1989.76,1909.13,0.5,9.56,85672176,93941065947.0,4.18,2.02
2024-02-08,1941.15,2059.65,2062.53,1934.99,6.23,120.73,85342151,92582593372.0,6.58,2.01
2024-02-19,2081.34,2104.84,2118.01,2067.9,2.19,45.19,70399561,78024684157.0,2.43,1.66
2024-02-20,2099.93,2121.1,2125.07,2068.63,0.77,16.26,53905319,62383171504.0,2.68,1.27
2024-02-21,2106.52,2162.33,2219.52,2094.97,1.94,41.23,72216743,82345514176.0,5.87,1.7
2024-02-22,2156.52,2200.34,2200.34,2153.7,1.76,38.01,58835943,65010356775.0,2.16,1.39
2024-02-23,2211.5,2262.74,2262.81,2200.99,2.84,62.4,66737759,74909874698.0,2.81,1.57
2024-02-26,2275.39,2300.51,2337.02,2265.37,1.67,37.77,76782133,88456245997.0,3.17,1.81
2024-02-27,2292.78,2365.82,2365.82,2280.21,2.84,65.31,72761002,91281802169.0,3.72,1.72
2024-02-28,2374.68,2237.31,2431.28,2237.31,-5.43,-128.51,103468549,129594148121.0,8.2,2.44
2024-02-29,2213.06,2332.49,2332.68,2213.06,4.25,95.18,79389781,110791691278.0,5.35,1.87
2024-03-01,2340.62,2359.65,2364.73,2325.78,1.16,27.16,70792463,98994338362.0,1.67,1.67
2024-03-04,2363.99,2348.4,2378.42,2308.8,-0.48,-11.25,69189281,93046788231.0,2.95,1.63
2024-03-05,2332.7,2303.23,2336.34,2295.64,-1.92,-45.17,70034183,90944684847.0,1.73,1.65
2024-03-06,2293.85,2330.51,2353.22,2287.07,1.18,27.28,62304007,78881653302.0,2.87,1.47
2024-03-07,2338.3,2305.88,2357.02,2305.87,-1.06,-24.63,71290991,83616814953.0,2.19,1.68
2024-03-08,2305.36,2328.16,2333.25,2292.19,0.97,22.28,61669787,75574209625.0,1.78,1.45
2024-03-11,2334.41,2427.24,2427.24,2334.41,4.26,99.08,86073388,126298250166.0,3.99,2.03
2024-03-12,2436.02,2435.55,2441.97,2405.97,0.34,8.31,80840816,122922180709.0,1.48,1.91
2024-03-13,2433.78,2435.12,2451.02,2419.03,-0.02,-0.43,65902117,95255287498.0,1.31,1.55
2024-03-14,2432.61,2418.05,2454.16,2388.33,-0.7,-17.07,77671836,94227201067.0,2.7,1.83
2024-03-15,2410.76,2455.53,2455.53,2398.06,1.55,37.48,81451069,96440932796.0,2.38,1.92
2024-03-18,2469.56,2504.87,2504.87,2466.66,2.01,49.34,89398840,115294978236.0,1.56,2.11
2024-03-19,2500.31,2497.07,2522.41,2495.91,-0.31,-7.8,80355432,98419988951.0,1.06,1.89
2024-03-20,2492.37,2518.65,2518.65,2492.37,0.86,21.58,71850368,83999399746.0,1.05,1.69
2024-03-21,2521.52,2505.95,2527.51,2479.69,-0.5,-12.7,70702796,86102558968.0,1.9,1.67
2024-03-22,2498.9,2455.41,2503.1,2446.1,-2.02,-50.54,70019323,91089453625.0,2.27,1.65
2024-03-25,2442.66,2388.39,2458.43,2388.17,-2.73,-67.02,61941683,79685271024.0,2.86,1.46
2024-03-26,2384.4,2424.62,2432.97,2366.49,1.52,36.23,66368719,89944552531.0,2.78,1.56
2024-03-27,2423.99,2333.26,2425.44,2333.26,-3.77,-91.36,63948299,83117069758.0,3.8,1.51
2024-03-28,2326.49,2384.25,2406.41,2326.49,2.19,50.99,63883095,81382514604.0,3.43,1.51
2024-03-29,2385.88,2416.3,2417.44,2385.88,1.34,32.05,60877457,77752487200.0,1.32,1.44
2024-04-01,2422.73,2490.48,2490.51,2422.73,3.07,74.18,74535152,100216250444.0,2.81,1.76
2024-04-02,2492.99,2531.82,2539.46,2486.96,1.66,41.34,90345169,116757961678.0,2.11,2.13
2024-04-03,2529.61,2516.71,2543.43,2507.62,-0.6,-15.11,95988349,122520101308.0,1.41,2.26
